"","soc_id.strat","xd_id.x","soc_id.canto","pref_name_for_society.x","Glottocode","SocialFactors_V33_code","line_23","line_4","line_22","Society_latitude","Society_longitude","Language_family","line23_col","stratification_col","line4_col","line22_col"
"1405","Ih4","xd870",NA,"Lau","laua1243","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1406","Na12","xd1029",NA,"Nunamiut","nort2944","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1407","Na2","xd1036",NA,"Tareumiut","nort2944","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1408","Na6","xd1064",NA,"Nunivak","kusk1241","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1409","Na8","xd1066",NA,"Deg Xit'an","dege1248","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1410","Nb33","xd1094",NA,"Chimariko","chim1301","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1411","Nb39","xd1100",NA,"Sinkyone","wail1244","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1412","Nc1","xd1107",NA,"Nomlaki","noml1242","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1413","Nc10","xd1108",NA,"Achumawi","achu1247","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1414","Nc11","xd1109",NA,"Yana","yana1271","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1415","Nc12","xd1110",NA,"Maidu","nort2952","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1416","Nc13","xd1111",NA,"Nisenan","nise1244","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1417","Nc14","xd1112",NA,"Wintu","nucl1651","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1418","Nc19","xd1117",NA,"Southern Pomo","sout2984","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1419","Nc21","xd1120",NA,"Lake Miwok","lake1258","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1420","Nc22","xd1121",NA,"Patwin","patw1250","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1421","Nc23","xd1122",NA,"Western Mono","mono1275","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1422","Nc24","xd1123",NA,"Southern Valley Yokuts","vall1251","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1423","Nc25","xd1124",NA,"Wukchumni","tule1245","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1424","Nc26","xd1125",NA,"Salinan","sali1253","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1425","Nc27","xd1126",NA,"Kawaiisu","kawa1283","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1426","Nc28","xd1127",NA,"Chumash","cruz1243","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1427","Nc29","xd1128",NA,"Tongva","tong1329","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1428","Nc3","xd1129",NA,"Northern Foothill Yokuts","nort2937","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1429","Nc4","xd1135",NA,"Atsugewi","atsu1245","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1430","Nc7","xd1138",NA,"Yuki","yuki1243","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1431","Nd11","xd1143",NA,"Shuswap","shus1248","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1432","Nd12","xd1144",NA,"Bitterroot Salish","kali1309","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1433","Nd16","xd1148",NA,"Wenatchi","wena1241","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1434","Nd19","xd1151",NA,"Umatilla","umat1237","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1435","Nd45","xd1180",NA,"Bohogue","nort2955","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1436","Ne12","xd1211",NA,"Blackfoot","pieg1239","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1437","Ne13","xd1212",NA,"Kainai","bloo1239","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1438","Ne18","xd1217",NA,"Piegan","pieg1239","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1439","Nf13","xd1233",NA,"Shawnee","shaw1249","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1440","Nf3","xd1237",NA,"Omaha","omah1248","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1441","Nf4","xd1238",NA,"Myaamia","miam1252","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1442","Ng1","xd1244",NA,"Huron","wyan1247","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1443","Nh12","xd1262",NA,"Santa Ana","sant1426","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1444","Nh15","xd1265",NA,"Mescalero","mesc1238","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1445","Nh19","xd1269",NA,"Cocopa","coco1261","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1446","Ni1","xd1286",NA,"Tarahumara","cent2131","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1447","Sa8","xd1324",NA,"Mam","mamm1241","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1448","Sb1","xd1326",NA,"Callinago","isla1278","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1449","Sc10","xd1336",NA,"Lokono","araw1276","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1450","Sc15","xd1341",NA,"Taulípang","taul1252","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1451","Se5","xd1369",NA,"Cubeo","cube1242","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1452","Se6","xd1370",NA,"Witoto","muru1274","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1453","Sf2","xd1375",NA,"Aymara","cent2142","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1454","Si7","xd1404",NA,"Paresi","pare1272","2",NA,NA,NA,NA,NA,NA,NA,"#88C1CA",NA,NA
"1455","Ab11","xd12",NA,"Xhosa","xesi1238","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1456","Ab14","xd15",NA,"Lovedu","lobe1242","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1457","Ab2","xd21",NA,"Swazi","swat1243","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1458","Ab4","xd27",NA,"Tsonga","tson1249","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1459","Ab8","xd31",NA,"Sotho","sout2807","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1460","Ac1","xd33",NA,"Ila","ilaa1246","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1461","Ad1","xd76",NA,"Bajuni","baju1245","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1462","Ad14","xd81",NA,"Luguru","lugu1238","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1463","Ad3","xd98",NA,"Chagga","moch1256","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1464","Ad9","xd126",NA,"Gisu","masa1299","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1465","Ae1","xd127",NA,"Amba","amba1263","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1466","Ae12","xd130",NA,"Duala","dual1243","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1467","Ae18","xd136",NA,"Songye","song1303","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1468","Ae2","xd138",NA,"Kpe","mokp1239","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1469","Ae25","xd144",NA,"Tetela","tete1250","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1470","Ae28","xd147",NA,"Ngala","ling1263","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1471","Af15","xd192",NA,"Kpelle","libe1247","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1472","Af19","xd196",NA,"Efik","efik1245","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1473","Af20","xd198",NA,"Ibibio","ibib1240","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1474","Af23","xd201",NA,"Afikpo","afik1238","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1475","Af25","xd203",NA,"Isoko","isok1239","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1476","Af26","xd204",NA,"Kukuruku","yekh1238","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1477","Af27","xd205",NA,"Eloyi","eloy1241","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1478","Af52","xd233",NA,"Guro","guro1248","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1479","Af55","xd236",NA,"Gola","gola1255","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1480","Ag30","xd267",NA,"Bobo","nort2819","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1481","Ag31","xd268",NA,"Minianka","mama1271","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1482","Ag32","xd269",NA,"Senufo","ceba1235","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1483","Ag4","xd277",NA,"Tallensi","taln1239","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1484","Ag40","xd278",NA,"Isala","tumu1242","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1485","Ag7","xd295",NA,"Bozo","tiey1235","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1486","Ah5","xd332",NA,"Margi","marg1265","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1487","Ai10","xd338",NA,"Otoro","otor1240","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1488","Ai31","xd361",NA,"Logo","logo1259","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1489","Ai39","xd369",NA,"Mesakin","ngil1242","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1490","Ai40","xd371",NA,"Moro","moro1285","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1491","Aj12","xd387",NA,"Lotuko","otuh1238","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1492","Aj25","xd401",NA,"Keyu","keiy1238","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1493","Aj4","xd409",NA,"Lango","lang1324","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1494","Aj8","xd413",NA,"Bari","ligo1238","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1495","Ca11","xd417",NA,"Arusi","bora1271","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1496","Cb5","xd482",NA,"Buduma","budu1265","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1497","Cd3","xd521",NA,"Riffians","tari1263","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1498","Ci11","xd576",NA,"Kurd","cent1972","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1499","Ec10","xd618",NA,"Ob Ostyak","khan1273","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1500","ec14","xd622",NA,"Ungazikmit","cent2128","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1501","ec18","xd626",NA,"Ulch","ulch1241","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1502","Ei12","xd699",NA,"Thado","thad1238","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1503","Ei14","xd701",NA,"Ao","aona1235","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1504","Ei16","xd703",NA,"Sema","sumi1235","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1505","Ei2","xd707",NA,"Lhota","loth1237","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1506","Ei7","xd713",NA,"Karen","pwow1235","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1507","Ej2","xd724",NA,"Mnong Gar","east2333","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1508","Ia3","xd743",NA,"Ifugao","tuwa1243","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1509","Ib4","xd753",NA,"Toba Batak","bata1289","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1510","Ic2","xd764",NA,"Alorese","abui1241","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1511","Ic5","xd767",NA,"Toradja","pamo1252","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1512","Ie20","xd797",NA,"Koita","koit1244","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1513","If11","xd826",NA,"Kosraeans","kosr1238","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1514","If13","xd828",NA,"Nauruans","naur1243","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1515","If14","xd829",NA,"Makin","bana1287","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1516","If17","xd832",NA,"Marshallese - Jaluit atoll","rali1241","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1517","If3","xd834",NA,"Majuro","rata1243","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1518","If5","xd836",NA,"Ponapeans","pohn1238","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1519","If7","xd838",NA,"Gilbert Onotoa","nuii1237","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1520","Ig12","xd844",NA,"Choiseulese","vagh1249","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1521","Ih10","xd863",NA,"Tannese","sout2869","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1522","Ih6","xd872",NA,"Rotumans","rotu1241","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1523","Ih9","xd875",NA,"Santa Cruz Islanders","natu1246","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1524","Ii13","xd879",NA,"Uveans","wall1257","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1525","Ii4","xd883",NA,"Ellice","tuva1244","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1526","Ii7","xd886",NA,"Kapingamarangi","kapi1249","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1527","Ii8","xd887",NA,"Futunans","east2447","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1528","Ij1","xd889",NA,"Mangaians","raro1241","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1529","Ij3","xd892",NA,"Marquesans","nort2845","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1530","Ij4","xd893",NA,"Manihikians","raka1237","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1531","Na20","xd1037",NA,"Kutchin","gwic1235","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1532","Na26","xd1042",NA,"Dena'ina","tana1289","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1533","Na27","xd1043",NA,"Tahltan","tahl1239","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1534","Nb12","xd1071",NA,"Klahoose","slia1241","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1535","Nb13","xd1072",NA,"Squamish","squa1248","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1536","Nb14","xd1073",NA,"Comox","isla1276","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1537","Nb17","xd1076",NA,"Puyallup","sout2965","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1538","Nb2","xd1079",NA,"Twana","twan1247","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1539","Nb21","xd1081",NA,"Coos","coos1249","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1540","Nb26","xd1086",NA,"Cowichan","cowi1241","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1541","Nb28","xd1088",NA,"Alsea","alse1251","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1542","Nb29","xd1089",NA,"Siuslaw","sius1254","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1543","Nb30","xd1091",NA,"Takelma","take1257","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1544","Nb31","xd1092",NA,"Tututni","tutu1242","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1545","Nb32","xd1093",NA,"Shasta","shas1239","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1546","Nb34","xd1095",NA,"Karuk","karo1304","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1547","Nb36","xd1097",NA,"Wiyot","wiyo1248","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1548","Nb5","xd1102",NA,"Eyak","eyak1241","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1549","Nc8","xd1139",NA,"Klamath","klam1254","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1550","Nc9","xd1140",NA,"Modoc","klam1254","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1551","Nd1","xd1141",NA,"Tenino","teni1238","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1552","Nd10","xd1142",NA,"Nlaka'pamux","thom1243","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1553","Nd14","xd1146",NA,"Coeur d’Alene","coeu1236","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1554","Nd17","xd1149",NA,"Klikitat","nucl1237","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1555","Nd18","xd1150",NA,"Wishram","wasc1239","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1556","Nd20","xd1153",NA,"Nez Perce","nezp1238","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1557","Nd8","xd1206",NA,"Chilcotin","chil1280","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1558","Nd9","xd1207",NA,"Lillooet","lill1248","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1559","Nf10","xd1230",NA,"Iowa","iowa1246","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1560","Nf11","xd1231",NA,"Otoe","otoo1241","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1561","Nf12","xd1232",NA,"Ponca","ponc1241","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1562","Sa1","xd1309",NA,"Guna","bord1248","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1563","Sa12","xd1312",NA,"Lenca","lenc1242","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1564","Se10","xd1363",NA,"Cocama","coca1259","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1565","Sj8","xd1416",NA,"Tupinambá","tupi1273","3",NA,NA,NA,NA,NA,NA,NA,"#F6C3C3",NA,NA
"1566","Ab19","xd20",NA,"Ambo","ndon1254","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1567","Ab20","xd22",NA,"Ngumbi","nkhu1238","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1568","Ab5","xd28",NA,"Mbundu","umbu1257","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1569","Ab6","xd29",NA,"Venda","vend1245","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1570","Ab7","xd30",NA,"Nyaneka","nyan1305","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1571","Ac14","xd38",NA,"Bakongo","sans1272","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1572","Ac17","xd41",NA,"Suku","suku1259","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1573","Ac21","xd46",NA,"Bunda","mpuo1241","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1574","Ac23","xd48",NA,"Lele","lele1265","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1575","Ac3","xd55",NA,"Bemba","town1238","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1576","Ac31","xd57",NA,"Buye","buyu1239","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1577","Ac34","xd60",NA,"Luapula","luun1238","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1578","Ac8","xd74",NA,"Yombe","yomb1244","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1579","Ac9","xd75",NA,"Ngoni","ngon1269","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1580","Ad11","xd78",NA,"Bena","bena1262","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1581","Ad15","xd82",NA,"Iwa","nyam1275","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1582","Ad16","xd83",NA,"Ngonde","ngon1268","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1583","Ad17","xd84",NA,"Safwa","safw1238","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1584","Ad19","xd86",NA,"Fipa","fipa1238","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1585","Ad2","xd87",NA,"Nyoro","nyor1246","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1586","Ad21","xd89",NA,"Pimbwe","pimb1238","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1587","Ad23","xd91",NA,"Sangu","sang1330","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1588","Ad36","xd105",NA,"Pare","asut1235","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1589","Ad39","xd108",NA,"Sonjo","temi1247","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1590","Ad43","xd113",NA,"Kerewe","kere1283","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1591","Ad47","xd117",NA,"Sumbwa","sumb1240","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1592","Ad48","xd118",NA,"Toro","toor1238","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1593","Ad49","xd119",NA,"Zinza","zinz1238","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1594","Ad7","xd124",NA,"Ganda","gand1255","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1595","Ae14","xd132",NA,"Ha","haaa1252","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1596","Ae19","xd137",NA,"Garanganze","sang1331","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1597","Ae20","xd139",NA,"Ekonda","ekon1238","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1598","Ae23","xd142",NA,"Lalia","ngan1302","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1599","Ae24","xd143",NA,"Mongo","long1393","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1600","Ae3","xd149",NA,"Fang","fang1246","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1601","Ae4","xd160",NA,"Nkundo","nkun1238","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1602","Ae41","xd162",NA,"Kota","ndas1238","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1603","Ae42","xd163",NA,"Ngumba","kwas1243","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1604","Ae43","xd164",NA,"Sanga","bomw1238","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1605","Ae44","xd165",NA,"Bubi","bube1242","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1606","Ae47","xd168",NA,"Puku","bata1285","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1607","Ae5","xd171",NA,"Bamileke","fefe1239","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1608","Ae56","xd178",NA,"Nsaw","lamn1239","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1609","Ae58","xd180",NA,"Tikar","tige1238","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1610","Ae6","xd182",NA,"Luba","luba1250","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1611","Af13","xd190",NA,"Ebira","ebir1243","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1612","Af21","xd199",NA,"Ijaw","kala1381","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1613","Af22","xd200",NA,"Itsekiri","isek1239","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1614","Af24","xd202",NA,"Edo","bini1246","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1615","Af3","xd208",NA,"Ashanti","asan1239","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
"1616","Af32","xd211",NA,"Egba","egba1238","4",NA,NA,NA,NA,NA,NA,NA,"#F1635B",NA,NA
