"","soc_id.strat","xd_id.x","soc_id.canto","pref_name_for_society.x","Glottocode","SocialFactors_V33_code","line_23","line_4","line_22","Society_latitude","Society_longitude","Language_family","line23_col","stratification_col","line4_col","line22_col"
"180","Ne3","xd1222",13993,"Comanche","coma1245","2",1024,128,2,34.57,-98.42,"Uto-Aztecan","#C52B2F","#88C1CA","#88C1CA","#88C1CA"
"181",NA,NA,14004,NA,"como1260",NA,1024,128,2,-11.65,43.33,"Atlantic-Congo","#C52B2F",NA,"#88C1CA","#88C1CA"
"182","Se9","xd1373",14026,"Shipibo-Conibo","ship1254","2",1024,8192,2,-7.17,-74.82,"Pano-Tacanan","#C52B2F","#88C1CA","#C52B2F","#88C1CA"
"183","Ij2","xd891",14037,"Māori","maor1246","4",8192,8192,256,-21.24,-159.74,"Austronesian","#5E9AC4","#F1635B","#C52B2F","#F6C3C3"
"184","Na3","xd1022",14070,"Copper Inuit","copp1244","1",1024,16,2,70.45,-106.42,"Eskimo-Aleut","#C52B2F","#5E9AC4","#F6C3C3","#88C1CA"
"185",NA,NA,14081,NA,"cora1260",NA,1024,16,2,22.41,-104.47,"Uto-Aztecan","#C52B2F",NA,"#F6C3C3","#88C1CA"
"186",NA,NA,14103,NA,"cors1241",NA,16,16,2,42.15,9.08,"Indo-European","#F6C3C3",NA,"#F6C3C3","#88C1CA"
"187","Ne19","xd1218",14125,"Plains Cree","plai1258","1",128,128,2,51.24,-110.46,"Algic","#F1635B","#5E9AC4","#88C1CA","#88C1CA"
"188","Ng3","xd1252",14136,"Muscogee","cree1270","1",1024,128,2,35.63,-95.96,"Muskogean","#C52B2F","#5E9AC4","#88C1CA","#88C1CA"
"189",NA,NA,14147,NA,"cret1244",NA,2,16,2,35.21,24.91,"Indo-European","#88C1CA",NA,"#F6C3C3","#88C1CA"
"190",NA,NA,14158,NA,"croa1245",NA,2,8192,1024,46.03,16.22,"Indo-European","#88C1CA",NA,"#C52B2F","#5E9AC4"
"191",NA,NA,14180,NA,NA,NA,1024,8192,8192,23.13,-82.36,"Indo-European","#C52B2F",NA,"#C52B2F",NA
"192",NA,NA,14191,NA,NA,NA,1024,16,2,21.52,-77.78,"Indo-European","#C52B2F",NA,"#F6C3C3","#88C1CA"
"193",NA,NA,14224,NA,"culi1244",NA,8192,8192,256,-6.18,-72.04,"Arawan","#5E9AC4",NA,"#C52B2F","#F6C3C3"
"194",NA,NA,14235,NA,"kuna1280",NA,1024,16,2,7.11,-76.86,"Chibchan","#C52B2F",NA,"#F6C3C3","#88C1CA"
"195",NA,NA,14328,NA,"luuu1242",NA,1024,16,2,24.57,101.39,"Tai-Kadai","#C52B2F",NA,"#F6C3C3","#88C1CA"
"196",NA,NA,14378,NA,"dani1287",NA,8192,8192,2,-3.77,138.22,"Nuclear Trans New Guinea","#5E9AC4",NA,"#C52B2F","#88C1CA"
"197","Ng6","xd1255",14422,"Delaware","unam1242","1",128,128,2,40.91,-76.38,"Algic","#F1635B","#5E9AC4","#88C1CA","#88C1CA"
"198",NA,NA,14444,NA,"dani1285",NA,8192,16,2,54.87,9.36,"Indo-European","#5E9AC4",NA,"#F6C3C3","#88C1CA"
"199",NA,NA,14466,NA,NA,NA,128,128,2,37.87,32.48,"Afro-Asiatic","#F1635B",NA,"#88C1CA","#88C1CA"
"200",NA,NA,14477,NA,"duru1236",NA,1024,1024,2,22.91,84.15,"Dravidian","#C52B2F",NA,"#5E9AC4","#88C1CA"
"201","Nc6","xd1137",14521,"Kumeyaay","kumi1248","1",8192,128,2,32.61,-117.03,"Cochimi-Yuman","#5E9AC4","#5E9AC4","#88C1CA","#88C1CA"
"202","Nh20","xd1271",14521,"Kamia","kumi1248",NA,8192,128,2,32.61,-117.03,"Cochimi-Yuman","#5E9AC4",NA,"#88C1CA","#88C1CA"
"203",NA,NA,14562,NA,"swab1242",NA,8192,16,2,48.66,9.35,"Indo-European","#5E9AC4",NA,"#F6C3C3","#88C1CA"
"204",NA,NA,14576,NA,"dink1262",NA,8192,128,2,7.02,31.29,"Nilotic","#5E9AC4",NA,"#88C1CA","#88C1CA"
"205",NA,NA,14598,NA,"jola1263",NA,1024,8192,64,12.76,-15.74,"Atlantic-Congo","#C52B2F",NA,"#C52B2F","#F1635B"
"206","Ch5","xd569",14653,"Bulgarians","bulg1262","4",16,16,2,43.58,27.77,"Indo-European","#F6C3C3","#F1635B","#F6C3C3","#88C1CA"
"207","Ig5","xd857",14664,"Dobuans","dobu1241","1",8192,128,2,-9.57,150.67,"Austronesian","#5E9AC4","#5E9AC4","#88C1CA","#88C1CA"
"208",NA,NA,14675,NA,"dogo1299",NA,8192,128,2,14.35,-3.61,"Dogon (language isolate)","#5E9AC4",NA,"#88C1CA","#88C1CA"
"209","Ca28","xd435",14694,"Basketo","bask1236",NA,8192,8192,8192,6.46,36.58,"Ta-Ne-Omotic","#5E9AC4",NA,"#C52B2F",NA
"210",NA,NA,14697,NA,"less1242",NA,8192,128,2,15.41,-61.33,"Indo-European","#5E9AC4",NA,"#88C1CA","#88C1CA"
"211",NA,NA,14702,NA,"kami1255",NA,128,8192,8,26.59,106.71,"Tai-Kadai","#F1635B",NA,"#C52B2F","#C52B2F"
"212",NA,NA,14708,NA,"dorl1237",NA,1024,1024,2,18.91,81.35,"Dravidian","#C52B2F",NA,"#5E9AC4","#88C1CA"
"213",NA,NA,14752,NA,NA,NA,128,8192,1024,42.87,20.39,"Indo-European","#F1635B",NA,"#C52B2F","#5E9AC4"
"214","Ca41","xd450",14774,"Dorse","dorz1235","4",8192,8192,8192,6.25,37.56,"Ta-Ne-Omotic","#5E9AC4","#F1635B","#C52B2F",NA
"215",NA,NA,14785,NA,"arab1395",NA,128,128,2,32.92,35.68,"Afro-Asiatic","#F1635B",NA,"#88C1CA","#88C1CA"
"216",NA,NA,14801,NA,"kand1307",NA,1024,128,2,-4.17,152.45,"Austronesian","#C52B2F",NA,"#88C1CA","#88C1CA"
"217",NA,NA,14807,NA,"duma1253",NA,1024,8192,256,-0.92,13.01,"Atlantic-Congo","#C52B2F",NA,"#C52B2F","#F6C3C3"
"218",NA,NA,14818,NA,"nort3320",NA,8192,128,2,54.89,-1.57,"Indo-European","#5E9AC4",NA,"#88C1CA","#88C1CA"
"219",NA,NA,14840,NA,"coas1294",NA,1024,16,2,5.25,116.38,"Austronesian","#C52B2F",NA,"#F6C3C3","#88C1CA"
"220","Cg1","xd541",14851,"Dutch","dutc1256","4",8192,128,2,52.13,5.29,"Indo-European","#5E9AC4","#F1635B","#88C1CA","#88C1CA"
"221",NA,NA,14862,NA,"sout3190",NA,16,1024,2,-2.78,111.14,"Austronesian","#F6C3C3",NA,"#5E9AC4","#88C1CA"
"222","Cd2","xd518",14994,"Egyptians","egyp1253","5",16,16,2,31.11,30.53,"Afro-Asiatic","#F6C3C3","#C52B2F","#F6C3C3","#88C1CA"
"223",NA,NA,14999,NA,"eipo1242",NA,8192,1024,8192,-4.47,140.03,"Nuclear Trans New Guinea","#5E9AC4",NA,"#5E9AC4",NA
"224",NA,NA,15027,NA,"mong1338",NA,8192,8192,256,-1.54,20.43,"Atlantic-Congo","#5E9AC4",NA,"#C52B2F","#F6C3C3"
"225",NA,NA,15093,NA,NA,NA,8192,128,2,51.45,-2.58,"Indo-European","#5E9AC4",NA,"#88C1CA","#88C1CA"
"226",NA,NA,15098,NA,NA,NA,128,16,2,52.61,0.88,"Indo-European","#F1635B",NA,"#F6C3C3","#88C1CA"
"227","Ec3","xd631",15148,"Chukchi","chuk1273","3",8192,16,2,62.18,175.07,"Chukotko-Kamchatkan","#5E9AC4","#F6C3C3","#F6C3C3","#88C1CA"
"228",NA,NA,15170,NA,"espi1234",NA,8192,8192,2,-15.25,166.83,"Austronesian","#5E9AC4",NA,"#C52B2F","#88C1CA"
"229","ch16","xd553",15181,"Estonians","esto1258","4",1024,16,2,58.59,25.01,"Uralic","#C52B2F","#F1635B","#F6C3C3","#88C1CA"
"230",NA,NA,15225,NA,"faro1244",NA,8192,128,2,61.89,-6.91,"Indo-European","#5E9AC4",NA,"#88C1CA","#88C1CA"
"231",NA,NA,15247,NA,"ihaa1241",NA,128,128,2,-2.88,132.26,"West Bomberai","#F1635B",NA,"#88C1CA","#88C1CA"
"232","Af42","xd222",15280,"Fante","fant1241","4",8192,8192,64,5.13,-1.27,"Atlantic-Congo","#5E9AC4","#F1635B","#C52B2F","#F1635B"
"233",NA,NA,15282,NA,"fata1245",NA,8192,8192,2,-8.59,160.86,"Austronesian","#5E9AC4",NA,"#C52B2F","#88C1CA"
"234",NA,NA,15302,NA,"fiji1243",NA,8192,8192,1024,-18.09,178.45,"Austronesian","#5E9AC4",NA,"#C52B2F","#5E9AC4"
"235",NA,NA,15313,NA,"finn1318",NA,8192,16,2,64.76,25.56,"Uralic","#5E9AC4",NA,"#F6C3C3","#88C1CA"
"236",NA,NA,15335,NA,"kate1253",NA,1024,16,2,-6.48,147.76,"Nuclear Trans New Guinea","#C52B2F",NA,"#F6C3C3","#88C1CA"
"237",NA,NA,15368,NA,"sali1255",NA,8192,128,2,46.25,-114.16,"Salishan","#5E9AC4",NA,"#88C1CA","#88C1CA"
"238",NA,NA,15379,NA,"lioo1240",NA,8192,8192,8,-8.76,121.21,"Austronesian","#5E9AC4",NA,"#C52B2F","#C52B2F"
"239","Af1","xd186",15390,"Fon","fonn1241","4",8192,128,2,7.15,1.66,"Atlantic-Congo","#5E9AC4","#F1635B","#88C1CA","#88C1CA"
"240","Ie31","xd809",15401,"Fore","fore1270","2",8192,128,2,-6.52,145.62,"Nuclear Trans New Guinea","#5E9AC4","#88C1CA","#88C1CA","#88C1CA"
"241","Aa5","xd5",15412,"Mbuti","bila1255","1",8192,8192,8192,1.17,28.76,"Atlantic-Congo","#5E9AC4","#5E9AC4","#C52B2F",NA
"242","Ae30","xd150",15412,"Bira","bila1255","3",8192,8192,8192,1.17,28.76,"Atlantic-Congo","#5E9AC4","#F6C3C3","#C52B2F",NA
"243",NA,NA,15439,NA,"auve1239",NA,8192,16,2,45.71,3.34,"Indo-European","#5E9AC4",NA,"#F6C3C3","#88C1CA"
"244",NA,NA,15445,NA,"berr1239",NA,1024,16,2,47.07,2.81,"Indo-European","#C52B2F",NA,"#F6C3C3","#88C1CA"
"245","Cf5","xd540",15489,"French Canadians","queb1247","4",8192,16,2,49.57,-74.84,"Indo-European","#5E9AC4","#F1635B","#F6C3C3","#88C1CA"
"246",NA,NA,15497,NA,"norm1245",NA,8192,16,2,48.87,0.17,"Indo-European","#5E9AC4",NA,"#F6C3C3","#88C1CA"
"247",NA,NA,15500,NA,"basq1249",NA,8192,16,2,47.55,-0.87,"Basque (language isolate)","#5E9AC4",NA,"#F6C3C3","#88C1CA"
"248",NA,NA,15522,NA,"friu1240",NA,8192,8192,1024,46.22,13.11,"Indo-European","#5E9AC4",NA,"#C52B2F","#5E9AC4"
"249",NA,NA,15533,NA,"less1242",NA,8192,16,2,15.43,-61.34,"Indo-European","#5E9AC4",NA,"#F6C3C3","#88C1CA"
"250",NA,NA,15544,NA,"fula1264",NA,8192,128,2,15.09,8.43,"Atlantic-Congo","#5E9AC4",NA,"#88C1CA","#88C1CA"
"251","Cb17","xd466",15566,"Fur","furr1244","4",128,1024,2,12.05,23.64,"Furan","#F1635B","#F1635B","#5E9AC4","#88C1CA"
"252","Ae9","xd185",15577,"Fut","bafu1246","4",8192,8192,2,6.14,10.12,"Atlantic-Congo","#5E9AC4","#F1635B","#C52B2F","#88C1CA"
"253","Ie25","xd802",15610,"Mafulu","fuyu1242","2",128,16,2,-8.82,146.53,"Goilalan","#F1635B","#88C1CA","#F6C3C3","#88C1CA"
"254",NA,NA,15643,NA,"mudh1235",NA,128,8192,64,18.39,82.77,"Dravidian","#F1635B",NA,"#C52B2F","#F1635B"
"255",NA,NA,15676,NA,"gali1258",NA,1024,128,2,42.24,-7.53,"Indo-European","#C52B2F",NA,"#88C1CA","#88C1CA"
"256",NA,NA,15687,NA,"east2652",NA,128,128,2,7.54,40.63,"Afro-Asiatic","#F1635B",NA,"#88C1CA","#88C1CA"
"257",NA,NA,15703,NA,"dawr1235",NA,8192,8192,8192,6.58,37.14,"Ta-Ne-Omotic","#5E9AC4",NA,"#C52B2F",NA
"258","Ei1","xd696",15709,"Garo","garo1247","3",8192,16,2,24.98,92.01,"Sino-Tibetan","#5E9AC4","#F6C3C3","#F6C3C3","#88C1CA"
"259",NA,NA,15720,NA,"garh1243",NA,16,128,2,30.51,78.72,"Indo-European","#F6C3C3",NA,"#88C1CA","#88C1CA"
"260",NA,NA,15725,NA,"garr1259",NA,8192,128,2,7.54,40.63,"Afro-Asiatic","#5E9AC4",NA,"#88C1CA","#88C1CA"
"261",NA,NA,15731,NA,"saur1248",NA,128,128,2,22.29,70.76,"Indo-European","#F1635B",NA,"#88C1CA","#88C1CA"
"262",NA,NA,15780,NA,"gela1261",NA,1024,8192,64,22.56,104.71,"Tai-Kadai","#C52B2F",NA,"#C52B2F","#F1635B"
"263",NA,NA,15797,NA,"kaxe1238",NA,128,8192,2,41.82,45.65,"Kartvelian","#F1635B",NA,"#C52B2F","#88C1CA"
"264",NA,NA,15798,NA,"imer1249",NA,8192,8192,8192,NA,NA,"Kartvelian","#5E9AC4",NA,"#C52B2F",NA
"265",NA,NA,15819,NA,"stan1295",NA,128,2,2,51.33,12.38,"Indo-European","#F1635B",NA,"#F1635B","#88C1CA"
"266",NA,NA,15830,NA,"lowg1239",NA,8192,128,2,54.21,9.69,"Indo-European","#5E9AC4",NA,"#88C1CA","#88C1CA"
"267",NA,NA,15841,NA,"west2356",NA,8192,16,2,51.43,7.66,"Indo-European","#5E9AC4",NA,"#F6C3C3","#88C1CA"
"268",NA,NA,15852,NA,"uppe1465",NA,128,8192,8192,51.36,12.44,"Indo-European","#F1635B",NA,"#C52B2F",NA
"269",NA,NA,15868,NA,"akan1250",NA,8192,8192,256,7.94,-1.02,"Atlantic-Congo","#5E9AC4",NA,"#C52B2F","#F6C3C3"
"270",NA,NA,15871,NA,"benc1235",NA,8192,8192,8192,6.99,35.58,"Ta-Ne-Omotic","#5E9AC4",NA,"#C52B2F",NA
"271",NA,NA,15890,NA,"dira1242",NA,8192,8192,1024,5.64,37.36,"Afro-Asiatic","#5E9AC4",NA,"#C52B2F","#5E9AC4"
"272",NA,NA,15896,NA,"gilb1244",NA,8192,8192,2,0.64,173.22,"Austronesian","#5E9AC4",NA,"#C52B2F","#88C1CA"
"273","Ec1","xd617",15907,"Nivkh","gily1242","1",1024,16,2,52.59,140.68,"Nivkh (language isolate)","#C52B2F","#5E9AC4","#F6C3C3","#88C1CA"
"274","Af56","xd237",15929,"Ngere","dann1241",NA,8192,8192,8192,7.23,-8.25,"Mande","#5E9AC4",NA,"#C52B2F",NA
"275","Sb6","xd1331",15973,"Wayuu","wayu1243","3",8192,16,2,10.23,-71.81,"Arawakan","#5E9AC4","#F6C3C3","#F6C3C3","#88C1CA"
"276",NA,NA,15978,NA,"gizr1240",NA,8192,8192,2,-9.18,142.81,"Eastern Trans-Fly","#5E9AC4",NA,"#C52B2F","#88C1CA"
"277",NA,NA,15984,NA,"kere1286",NA,128,8192,8,-7.75,143.99,"Kiwian","#F1635B",NA,"#C52B2F","#C52B2F"
"278","Ad24","xd92",15995,"Gogo","gogo1263","4",8192,8192,256,-6.36,35.48,"Atlantic-Congo","#5E9AC4","#F1635B","#C52B2F","#F6C3C3"
"279",NA,NA,16028,NA,"gond1265",NA,1024,128,2,20.11,80.28,"Dravidian","#C52B2F",NA,"#88C1CA","#88C1CA"
"280","Ef2","xd664",16039,"Bengali","beng1280","5",2,16,2,22.56,88.36,"Indo-European","#88C1CA","#C52B2F","#F6C3C3","#88C1CA"
"281",NA,NA,16083,NA,"gree1276",NA,2,16,2,39.51,20.91,"Indo-European","#88C1CA",NA,"#F6C3C3","#88C1CA"
"282",NA,NA,16094,NA,"pelo1238",NA,2,16,2,37.35,22.35,"Indo-European","#88C1CA",NA,"#F6C3C3","#88C1CA"
"283",NA,NA,16100,NA,"pont1253",NA,128,16,2,40.63,22.95,"Indo-European","#F1635B",NA,"#F6C3C3","#88C1CA"
"284","Na24","xd1040",16127,"Tasiilaq","tunu1234","1",8192,16,2,69.38,-52.86,"Eskimo-Aleut","#5E9AC4","#5E9AC4","#F6C3C3","#88C1CA"
"285",NA,NA,16138,NA,"gren1247",NA,8192,8192,2,12.21,-61.63,"Indo-European","#5E9AC4",NA,"#C52B2F","#88C1CA"
"286",NA,NA,16170,NA,"piji1239",NA,8192,8192,8192,-9.57,160.14,"Indo-European","#5E9AC4",NA,"#C52B2F",NA
"287",NA,NA,16182,NA,"guad1242",NA,8192,128,2,16.25,-61.57,"Indo-European","#5E9AC4",NA,"#88C1CA","#88C1CA"
"288","Sc4","xd1347",16193,"Guahibo","guah1255","1",1024,1024,2,5.82,-68.98,"Guahiboan","#C52B2F","#5E9AC4","#5E9AC4","#88C1CA"
"289",NA,NA,16292,NA,"ngun1270",NA,8192,8192,256,1.64,16.12,"Atlantic-Congo","#5E9AC4",NA,"#C52B2F","#F6C3C3"
"290","Ch8","xd572",16363,"Magyar","hung1274","4",8192,16,2,47.16,19.51,"Uralic","#5E9AC4","#F1635B","#F6C3C3","#88C1CA"
"291",NA,NA,16402,NA,"swah1254",NA,8192,128,2,-6.13,39.36,"Atlantic-Congo","#5E9AC4",NA,"#88C1CA","#88C1CA"
"292",NA,NA,16424,NA,"haid1248",NA,1024,128,2,53.48,-132.33,"Haida (language isolate)","#C52B2F",NA,"#88C1CA","#88C1CA"
"293",NA,NA,16429,NA,"haho1237",NA,8192,8192,8192,-5.59,154.81,"Austronesian","#5E9AC4",NA,"#C52B2F",NA
"294","Sb9","xd1334",16446,"Haitians","hait1244","4",8192,128,2,18.97,-72.28,"Indo-European","#5E9AC4","#F1635B","#88C1CA","#88C1CA"
"295",NA,NA,16457,NA,"hakk1236",NA,128,16,2,25.01,115.69,"Sino-Tibetan","#F1635B",NA,"#F6C3C3","#88C1CA"
"296",NA,NA,16473,NA,"hali1244",NA,8192,8192,8192,-5.27,154.66,"Austronesian","#5E9AC4",NA,"#C52B2F",NA
"297","Ca19","xd425",16479,"Banna","hame1242",NA,1024,1024,8192,5.07,36.52,"South Omotic","#C52B2F",NA,"#5E9AC4",NA
"298","Ca21","xd428",16479,"Hamar","hame1242",NA,1024,1024,8192,5.07,36.52,"South Omotic","#C52B2F",NA,"#5E9AC4",NA
"299",NA,NA,16517,NA,"hamt1247",NA,8192,8192,8,-7.55,146.23,"Angan","#5E9AC4",NA,"#C52B2F","#C52B2F"
"300","Ia5","xd745",16545,"Hanunoo","hanu1241","1",128,16,2,12.42,121.22,"Austronesian","#F1635B","#5E9AC4","#F6C3C3","#88C1CA"
"301","Aa9","xd9",16578,"Hadza","hadz1240","1",8192,8192,1024,-3.83,35.05,"Hadza (language isolate)","#5E9AC4","#5E9AC4","#C52B2F","#5E9AC4"
"302","Cb1","xd458",16589,"Maguzawa","kano1249","4",128,16,2,11.15,8.78,"Afro-Asiatic","#F1635B","#F1635B","#F6C3C3","#88C1CA"
"303","Cb9","xd486",16589,"Hausa Kanawa","kano1249","4",128,16,2,11.15,8.78,"Afro-Asiatic","#F1635B","#F1635B","#F6C3C3","#88C1CA"
"304","Nd3","xd1163",16600,"Havasupai","hava1249","1",1024,16,2,35.63,-113.39,"Cochimi-Yuman","#C52B2F","#5E9AC4","#F6C3C3","#88C1CA"
"305","Ij6","xd895",16611,"Hawaiians","hawa1245","4",8192,16,2,19.63,-155.43,"Austronesian","#5E9AC4","#F1635B","#F6C3C3","#88C1CA"
"306",NA,NA,16622,NA,"suda1236",NA,1024,16,2,14.37,29.53,"Afro-Asiatic","#C52B2F",NA,"#F6C3C3","#88C1CA"
"307","Ad42","xd112",16633,"Haya","haya1250","4",128,8192,8,-1.71,31.48,"Atlantic-Congo","#F1635B","#F1635B","#C52B2F","#C52B2F"
"308","Ea3","xd602",16644,"Hazara","haza1239","4",2,1024,2,33.98,65.88,"Indo-European","#88C1CA","#F1635B","#5E9AC4","#88C1CA"
"309",NA,NA,16655,NA,"jude1267",NA,2,16,2,12.79,45.02,"Afro-Asiatic","#88C1CA",NA,"#F6C3C3","#88C1CA"
"310",NA,NA,16666,NA,"scot1245",NA,8192,128,2,57.22,-7.34,"Indo-European","#5E9AC4",NA,"#88C1CA","#88C1CA"
"311","Ad8","xd125",16688,"Hehe","hehe1240","4",8192,8192,2,-7.77,35.71,"Atlantic-Congo","#5E9AC4","#F1635B","#C52B2F","#88C1CA"
"312","Ac36","xd62",16710,"Tumbuka","tumb1250","4",8192,8192,1024,-11.33,33.37,"Atlantic-Congo","#5E9AC4","#F1635B","#C52B2F","#5E9AC4"
"313",NA,NA,16750,NA,"sora1254",NA,1024,16,2,19.12,84.19,"Austroasiatic","#C52B2F",NA,"#F6C3C3","#88C1CA"
"314","Ab1","xd10",16787,"Herero","here1253","3",8192,8192,8192,-19.41,13.91,"Atlantic-Congo","#5E9AC4","#F6C3C3","#C52B2F",NA
"315","Ef11","xd663",16792,"Uttar Pradesh","bhoj1244","4",128,16,2,31.11,77.17,"Indo-European","#F1635B","#F1635B","#F6C3C3","#88C1CA"
"316","Ec7","xd635",16809,"Ainu","ainu1240","1",2,8192,2,43.06,141.35,"Ainu","#88C1CA","#5E9AC4","#C52B2F","#88C1CA"
"317",NA,NA,16825,NA,"piji1239",NA,8192,8192,1024,-9.43,159.95,"Indo-European","#5E9AC4",NA,"#C52B2F","#5E9AC4"
"318","Nh18","xd1268",16831,"Hopi","hopi1249","1",1024,128,2,35.87,-110.62,"Uto-Aztecan","#C52B2F","#5E9AC4","#88C1CA","#88C1CA"
"319","Ed10","xd639",16869,"Shantung","mand1415",NA,16,16,2,35.95,103.28,"Sino-Tibetan","#F6C3C3",NA,"#F6C3C3","#88C1CA"
"320","Ni3","xd1288",16875,"Huichol","huic1243","2",8192,16,2,21.95,-104.06,"Uto-Aztecan","#5E9AC4","#88C1CA","#F6C3C3","#88C1CA"
"321","Ch8","xd572",16919,"Magyar","hung1274","4",8192,16,2,46.91,19.66,"Uralic","#5E9AC4","#F1635B","#F6C3C3","#88C1CA"
"322","Nb35","xd1096",16930,"Hupa","hupa1239","3",16,8192,256,41.12,-123.68,"Athapaskan-Eyak-Tlingit","#F6C3C3","#F6C3C3","#C52B2F","#F6C3C3"
"323","Ie35","xd813",16963,"Iatmul","iatm1242","1",8192,8192,2,-4.31,143.32,"Ndu","#5E9AC4","#5E9AC4","#C52B2F","#88C1CA"
"324","Ib1","xd750",16974,"Iban","iban1264","2",128,16,2,1.59,110.27,"Austronesian","#F1635B","#88C1CA","#F6C3C3","#88C1CA"
"325","Af10","xd187",16996,"Igbo","nucl1417","2",8192,16,2,4.63,7.23,"Atlantic-Congo","#5E9AC4","#88C1CA","#F6C3C3","#88C1CA"
"326",NA,NA,17029,NA,"wole1240",NA,1024,16,2,7.24,144.46,"Austronesian","#C52B2F",NA,"#F6C3C3","#88C1CA"
"327",NA,NA,17062,NA,"bata1298",NA,16,1024,256,16.66,121.11,"Austronesian","#F6C3C3",NA,"#5E9AC4","#F6C3C3"
"328",NA,NA,17106,NA,"ibal1244",NA,1024,128,2,16.43,120.69,"Austronesian","#C52B2F",NA,"#88C1CA","#88C1CA"
"329",NA,NA,17150,NA,"ilok1237",NA,2,16,2,15.94,120.99,"Austronesian","#88C1CA",NA,"#F6C3C3","#88C1CA"
"330","Eg10","xd673",17183,"Telugu","telu1262","5",2,16,2,14.79,77.26,"Dravidian","#88C1CA","#C52B2F","#F6C3C3","#88C1CA"
"331",NA,NA,17194,NA,"cari1275",NA,128,128,2,10.45,-61.28,"Indo-European","#F1635B",NA,"#88C1CA","#88C1CA"
"332",NA,NA,17227,NA,"ingu1240",NA,1024,16,2,42.95,44.16,"Nakh-Dagestanian","#C52B2F",NA,"#F6C3C3","#88C1CA"
"333",NA,NA,17232,NA,"baff1241",NA,8192,8192,8192,62.17,-75.61,"Eskimo-Aleut","#5E9AC4",NA,"#C52B2F",NA
"334","Na43","xd1060",17234,"Netsilik","nets1241","1",8192,8192,8192,68.53,-89.83,"Eskimo-Aleut","#5E9AC4","#5E9AC4","#C52B2F",NA
"335","Na22","xd1025",17236,"Iglulik Inuit","west2618","1",8192,16,2,62.21,-67.72,"Eskimo-Aleut","#5E9AC4","#5E9AC4","#F6C3C3","#88C1CA"
"336",NA,NA,17249,NA,"fars1255",NA,2,16,2,32.43,53.69,"Indo-European","#88C1CA",NA,"#F6C3C3","#88C1CA"
"337",NA,NA,17265,NA,"indo1316",NA,128,128,2,-1.29,132.64,"Austronesian","#F1635B",NA,"#88C1CA","#88C1CA"
"338",NA,NA,17271,NA,"ulst1241",NA,8192,16,2,54.76,-6.96,"Indo-European","#5E9AC4",NA,"#F6C3C3","#88C1CA"
"339",NA,NA,17282,NA,"nort2947",NA,1024,128,2,43.09,-79.06,"Iroquoian","#C52B2F",NA,"#88C1CA","#88C1CA"
"340",NA,NA,17330,NA,"istr1245",NA,1024,8192,1024,45.23,13.93,"Indo-European","#C52B2F",NA,"#C52B2F","#5E9AC4"
"341",NA,NA,17350,NA,"napo1241",NA,128,16,2,40.79,15.11,"Indo-European","#F1635B",NA,"#F6C3C3","#88C1CA"
"342",NA,NA,17359,NA,NA,NA,1024,16,2,41.78,15.85,"Indo-European","#C52B2F",NA,"#F6C3C3","#88C1CA"
"343",NA,NA,17375,NA,"emil1243",NA,16,2,2,44.59,11.21,"Indo-European","#F6C3C3",NA,"#F1635B","#88C1CA"
"344",NA,NA,17378,NA,"umbr1253",NA,128,8192,1024,43.23,13.63,"Indo-European","#F1635B",NA,"#C52B2F","#5E9AC4"
"345",NA,NA,17403,NA,"vene1258",NA,128,16,2,45.43,12.33,"Indo-European","#F1635B",NA,"#F6C3C3","#88C1CA"
"346",NA,NA,17414,NA,"stan1289",NA,16,16,2,38.91,1.42,"Indo-European","#F6C3C3",NA,"#F6C3C3","#88C1CA"
"347",NA,NA,17436,NA,"yawa1261",NA,8192,16,2,-12.51,-53.42,"Arawakan","#5E9AC4",NA,"#F6C3C3","#88C1CA"
"348",NA,NA,17469,NA,"jaku1244",NA,8192,8192,8,2.65,103.34,"Austronesian","#5E9AC4",NA,"#C52B2F","#C52B2F"
"349",NA,NA,17474,NA,"jeha1242",NA,1024,128,2,5.64,101.54,"Austroasiatic","#C52B2F",NA,"#88C1CA","#88C1CA"
"350",NA,NA,17480,NA,"jama1262",NA,8192,8192,64,18.11,-77.29,"Indo-European","#5E9AC4",NA,"#C52B2F","#F1635B"
"351",NA,NA,17502,NA,"toky1238",NA,2,16,2,35.69,139.69,"Japonic","#88C1CA",NA,"#F6C3C3","#88C1CA"
"352",NA,NA,17535,NA,"jara1263",NA,8192,16,2,10.12,9.83,"Atlantic-Congo","#5E9AC4",NA,"#F6C3C3","#88C1CA"
"353",NA,NA,17546,NA,"jaun1243",NA,8192,8192,1024,30.56,77.91,"Indo-European","#5E9AC4",NA,"#C52B2F","#5E9AC4"
"354","Ib2","xd751",17557,"Javanese","java1254","4",2,16,2,-6.27,106.79,"Austronesian","#88C1CA","#F1635B","#F6C3C3","#88C1CA"
"355",NA,NA,17579,NA,"loui1240",NA,8192,16,2,29.95,-90.07,"Indo-European","#5E9AC4",NA,"#F6C3C3","#88C1CA"
"356",NA,NA,17584,NA,"yidd1255",NA,8192,2,2,40.71,-74.01,"Indo-European","#5E9AC4",NA,"#F1635B","#88C1CA"
"357",NA,NA,17587,NA,"fala1246",NA,1024,1024,2,13.34,37.13,"Afro-Asiatic","#C52B2F",NA,"#5E9AC4","#88C1CA"
